,artist,track,genres
220,Kylie Minogue,Can't Get You Out Of My Head,"['australian dance', 'australian pop', 'dance pop', 'electropop', 'eurodance', 'europop', 'new wave pop', 'pop']"
221,Carolina Liar,Show Me What I'm Looking For,"['modern alternative rock', 'neo mellow', 'pop rock']"
222,Rihanna Featuring Jay-Z,Umbrella,"['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'urban contemporary', 'east coast hip hop', 'hip hop', 'pop rap', 'rap']"
223,Eminem,Mockingbird,"['detroit hip hop', 'hip hop', 'rap']"
224,Chad Brock With Hank Williams Jr. & George Jones,A Country Boy Can Survive (Y2K Version),"['country', 'country road', 'country', 'country rock', 'honky tonk', 'country', 'country road', 'country rock', 'outlaw country']"
225,Fantasia,When I See U,"['dance pop', 'hip pop', 'neo soul', 'pop r&b', 'quiet storm', 'r&b', 'urban contemporary']"
226,Lil Wayne Featuring Static Major,Lollipop,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
227,Josh Gracin,We Weren't Crazy,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']"
228,3 Doors Down,Be Like That,"['alternative metal', 'nu metal', 'pop rock', 'post-grunge']"
229,Faith Evans,I Love You,"['hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
230,The Offspring,Hit That,"['alternative metal', 'permanent wave', 'punk', 'rock', 'skate punk', 'socal pop punk']"
231,Christina Aguilera,Fighter,"['dance pop', 'pop', 'pop rap', 'post-teen pop']"
232,Clay Walker,I Can't Sleep,"['contemporary country', 'country', 'country road', 'country rock', 'modern country rock']"
233,The Game Featuring Lil Wayne,My Life,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
234,Sarah McLachlan,Fallen,"['canadian pop', 'canadian singer-songwriter', 'ectofolk', 'folk', 'lilith', 'neo mellow', 'new wave pop', 'permanent wave', 'pop rock']"
235,AFI,Love Like Winter,"['alternative metal', 'emo', 'pop punk', 'punk', 'screamo', 'skate punk']"
236,Redman Featuring DJ Kool,Let's Get Dirty (I Can't Get In Da Club),"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'new jersey rap', 'rap', 'southern hip hop', 'wu fam', 'old school hip hop']"
237,Brad Paisley,Celebrity,"['contemporary country', 'country', 'country road']"
238,LFO,Every Other Time,['boy band']
239,Lee Ann Womack,Why They Call It Falling,"['contemporary country', 'country', 'country dawn', 'country road']"
240,Jay-Z Featuring Chrisette Michele,Lost One,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'neo soul', 'r&b', 'urban contemporary']"
241,Justin Timberlake,Summer Love,"['dance pop', 'pop']"
242,Chris Cagle,What A Beautiful Day,"['contemporary country', 'country', 'country road', 'modern country rock']"
243,Oakenfold Featuring Shifty Shellshock,Starry Eyed Surprise,"['big beat', 'trance', 'alternative metal', 'funk metal', 'nu metal', 'rap rock']"
244,Mario,Let Me Love You,"['dance pop', 'hip pop', 'pop', 'pop r&b', 'post-teen pop', 'r&b', 'urban contemporary']"
245,Raheem DeVaughn,Customer,"['hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
246,Kenny Chesney,Keg In The Closet,"['contemporary country', 'country', 'country road']"
247,Brooks & Dunn,Put A Girl In It,"['contemporary country', 'country', 'country road', 'country rock']"
248,Tracy Lawrence,Find Out Who Your Friends Are,"['arkansas country', 'contemporary country', 'country', 'country road', 'country rock']"
249,Katy Perry,Hot N Cold,"['dance pop', 'pop', 'post-teen pop']"
250,Jonas Brothers,Hold On,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
251,Enya,Only Time,"['celtic', 'middle earth']"
252,Jagged Edge,Good Luck Charm,"['atl hip hop', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'southern hip hop', 'urban contemporary']"
253,Kelly Clarkson,Because Of You,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show']"
254,Baby Bash Featuring Sean Kingston,What Is It,"['chicano rap', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'latin hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'texas latin rap', 'urban contemporary', 'dance pop', 'miami hip hop', 'pop', 'post-teen pop', 'urban contemporary']"
255,P!nk,Don't Let Me Get Me,"['dance pop', 'pop', 'post-teen pop']"
256,Rob Thomas,Little Wonders,"['acoustic pop', 'neo mellow', 'pop rock']"
257,Sugarland,Something More,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']"
258,Tammy Cochran,Angels In Waiting,"['country dawn', 'deep contemporary country']"
259,The Fray,Absolute,"['neo mellow', 'piano rock', 'pop', 'pop rock']"
260,JAY-Z,"Girls, Girls, Girls","['east coast hip hop', 'hip hop', 'pop rap', 'rap']"
261,Demi Lovato & Joe Jonas,This Is Me,"['dance pop', 'pop', 'post-teen pop', 'post-teen pop']"
262,R. Kelly,Feelin' On Yo Booty,[]
263,Destiny's Child,Bug A Boo,"['dance pop', 'girl group', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
264,Daughtry,Feels Like Tonight,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']"
265,Keith Urban,Tonight I Wanna Cry,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']"
266,Nickelback,Feelin' Way Too Damn Good,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']"
267,Gym Class Heroes,Clothes Off!!,"['dance pop', 'pop rap']"
268,Plain White T's,Hey There Delilah,"['neo mellow', 'pop punk', 'pop rock', 'post-teen pop']"
269,Dolla Featuring T-Pain & Tay Dizm,Who The F*** Is That?,"['atl hip hop', 'pop rap', 'dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary', 'florida rap']"
270,Good Charlotte,Hold On,"['alternative metal', 'pop punk']"
271,Talib Kweli,Get By,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'southern hip hop']"
272,Beastie Boys Featuring Nas,Too Many Rappers,"['alternative rock', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'rap', 'rap rock', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']"
273,Brad Paisley,Wrapped Around,"['contemporary country', 'country', 'country road']"
274,"Janet Featuring Missy Elliott, P. Diddy & Carly Simon",Son Of A Gun,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'r&b', 'urban contemporary', 'adult standards', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock']"
275,Monica,All Eyez On Me,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop r&b', 'pop rap', 'quiet storm', 'r&b', 'urban contemporary']"
276,Mudvayne,Happy?,"['alternative metal', 'groove metal', 'industrial metal', 'nu metal', 'rap metal', 'rap rock']"
277,Rascal Flatts,This Everyday Love,"['contemporary country', 'country', 'country road']"
278,Cage The Elephant,Ain't No Rest For The Wicked,"['modern rock', 'punk blues', 'rock']"
279,112,Peaches & Cream,"['atl hip hop', 'boy band', 'dance pop', 'gangster rap', 'hip pop', 'new jack swing', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']"
280,Nu Flavor,3 Little Words,['boy band']
281,Colbie Caillat,Mistletoe,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']"
282,Reba McEntire,Somebody,"['contemporary country', 'country', 'country dawn', 'oklahoma country']"
283,The Killers,Mr. Brightside,"['dance rock', 'modern rock', 'permanent wave', 'rock']"
284,The Offspring,"You're Gonna Go Far, Kid","['alternative metal', 'permanent wave', 'punk', 'rock', 'skate punk', 'socal pop punk']"
285,Dru Hill,I Love You,"['hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'southern hip hop', 'urban contemporary']"
286,Alicia Keys,You Don't Know My Name,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
287,Fabolous Featuring Tamia Or Ashanti,Into You,"['canadian pop', 'dance pop', 'hip pop', 'neo soul', 'new jack swing', 'pop r&b', 'quiet storm', 'r&b', 'urban contemporary', 'dance pop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'trap', 'urban contemporary']"
288,Britney Spears,Circus,"['dance pop', 'pop', 'post-teen pop']"
289,Reba McEntire,My Sister,"['contemporary country', 'country', 'country dawn', 'oklahoma country']"
290,Chely Wright,It Was,"['country', 'country dawn', 'queer country']"
291,Dierks Bentley,Settle For A Slowdown,"['contemporary country', 'country', 'country road']"
292,Sheryl Crow & Sting,Always On Your Side,"['lilith', 'mellow gold', 'neo mellow', 'new wave pop', 'permanent wave', 'pop rock', 'rock', 'permanent wave', 'soft rock', 'sophisti-pop']"
293,(+44),When Your Heart Stops Beating,"['emo', 'pop punk', 'punk', 'skate punk']"
294,System Of A Down,B.Y.O.B.,"['alternative metal', 'nu metal', 'rap metal']"
295,Shakira,Underneath Your Clothes,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']"
296,Snoop Dogg,Snoop Dogg,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']"
297,Toya,I Do!!,['hip pop']
298,The Notorious B.I.G. Featuring Puff Daddy & Lil' Kim,Notorious B.I.G.,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']"
299,Jamie Foxx Featuring Ludacris,Unpredictable,"['hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary', 'atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
300,Tim McGraw,Drugs Or Jesus,"['contemporary country', 'country', 'country road']"
301,Tyrese,Signs Of Love Makin',"['hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop r&b', 'pop rap', 'quiet storm', 'r&b', 'urban contemporary']"
302,The Black Eyed Peas,Hey Mama,"['dance pop', 'pop', 'pop rap']"
303,System Of A Down,Hypnotize,"['alternative metal', 'nu metal', 'rap metal']"
304,3LW Featuring P. Diddy & Loon,I Do (Wanna Get Close To You),"['girl group', 'hip pop', 'pop rap', 'r&b', 'urban contemporary']"
305,Avril Lavigne,Complicated,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']"
306,Ashley Tisdale,He Said She Said,"['dance pop', 'pop', 'post-teen pop', 'social media pop', 'viral pop']"
307,Wayne Wonder,No Letting Go,"['dancehall', 'lovers rock', 'old school dancehall', 'reggae fusion', 'soca']"
308,Colby O'Donis Featuring Akon,What You Got,"['dance pop', 'pop rap', 'urban contemporary', 'dance pop']"
309,Nine Days,If I Am,"['neo mellow', 'pop rock']"
310,Trey Songz Featuring Fabolous,Say Aah,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary', 'dance pop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'trap', 'urban contemporary']"
311,Chris Brown,With You,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
312,Hinder,Better Than Me,"['alternative metal', 'nu metal', 'pop rock', 'post-grunge']"
313,Cascada,What Hurts The Most,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'german techno', 'melbourne bounce international', 'pop rap']"
314,Weezer,(If You're Wondering If I Want You To) I Want You To,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']"
315,Twista Featuring Trey Songz,Girl Tonite,"['chicago rap', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'trap', 'urban contemporary', 'dance pop', 'hip pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
316,Dixie Chicks,Long Time Gone,"['country', 'country dawn']"
317,Nelly,#1,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'st louis rap', 'urban contemporary']"
318,Playaz Circle Featuring Lil Wayne,Duffle Bag Boy,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
319,Justin Moore,Small Town USA,"['arkansas country', 'contemporary country', 'country', 'country road', 'modern country rock', 'redneck']"
320,Default,Wasting My Time,"['alternative metal', 'canadian rock', 'nu metal', 'pop rock', 'post-grunge']"
321,Flo Rida,Right Round,"['dance pop', 'miami hip hop', 'pop', 'pop rap']"
322,Xzibit,X,"['detroit hip hop', 'g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'west coast rap']"
323,Jason Michael Carroll,Alyssa Lies,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']"
324,Ja Rule Featuring R. Kelly & Ashanti,Wonderful,"['dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'queens hip hop', 'rap', 'urban contemporary', 'dance pop', 'hip hop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
325,Billy Currington,Walk A Little Straighter,"['contemporary country', 'country', 'country road']"
326,Keith Urban,You're My Better Half,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']"
327,The Game Featuring 50 Cent,Hate It Or Love It,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']"
328,Trillville,Neva Eva,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'pop rap', 'southern hip hop', 'atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'wrestling']"
329,Daughtry,Over You,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']"
330,Maxwell,Pretty Wings,"['funk', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']"
331,Papa Roach,Last Resort,"['alternative metal', 'nu metal', 'rap metal', 'rap rock']"
332,Trina,Pull Over,"['escape room', 'hip pop', 'miami hip hop', 'pop r&b', 'pop rap', 'r&b', 'rap', 'rap latina', 'southern hip hop', 'trap', 'trap queen']"
333,Alan Jackson,Like Red On A Rose,"['contemporary country', 'country', 'country road']"
334,Too Short Featuring Lil Jon & The East Side Boyz,Shake That Monkey,"['cali rap', 'gangster rap', 'golden age hip hop', 'hip hop', 'hyphy', 'oakland hip hop', 'pop rap', 'rap', 'southern hip hop', 'west coast rap', 'atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'pop rap', 'southern hip hop']"
335,Joe Nichols,Size Matters (Someday),"['arkansas country', 'contemporary country', 'country', 'country road', 'modern country rock']"
336,Keith Urban,You'll Think Of Me,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']"
337,Rascal Flatts,While You Loved Me,"['contemporary country', 'country', 'country road']"
338,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,Snap Yo Fingers,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'cali rap', 'gangster rap', 'hip hop', 'hyphy', 'oakland hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'west coast rap', 'atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'pop rap', 'southern hip hop']"
339,B2K & P. Diddy,"Bump, Bump, Bump","['boy band', 'dance pop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'urban contemporary', 'dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']"
340,Baby Boy Da Prince Featuring Lil Boosie,The Way I Live,"['dirty south rap', 'pop rap', 'southern hip hop', 'baton rouge rap', 'dirty south rap', 'gangster rap', 'hip hop', 'rap', 'southern hip hop', 'trap']"
341,Kelly Rowland,Stole,"['atl hip hop', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']"
342,Billy Currington,That's How Country Boys Roll,"['contemporary country', 'country', 'country road']"
343,Trace Adkins,Then They Do,"['contemporary country', 'country', 'country road', 'country rock', 'modern country rock', 'redneck']"
344,Usher,U Remind Me,"['atl hip hop', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']"
345,Jaheim,Could It Be,"['hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
346,Toby Keith Duet With Willie Nelson,Beer For My Horses,"['contemporary country', 'country', 'country road', 'oklahoma country', 'classic country pop', 'country', 'country rock', 'nashville sound', 'outlaw country', 'singer-songwriter', 'texas country']"
347,Chingy,Balla Baby,"['crunk', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'urban contemporary']"
348,Akon Featuring Styles P.,Locked Up,['dance pop']
349,Erykah Badu,Honey,"['afrofuturism', 'hip hop', 'neo soul', 'r&b', 'soul', 'urban contemporary']"
350,Jack Johnson,If I Had Eyes,['neo mellow']
351,Christina Aguilera Featuring Lil' Kim,Can't Hold Us Down,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'dance pop', 'east coast hip hop', 'escape room', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap queen', 'urban contemporary']"
352,James Blunt,You're Beautiful,"['neo mellow', 'pop', 'pop rock']"
353,Chris Brown,Yo (Excuse Me Miss),"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
354,Montgomery Gentry,If You Ever Stop Loving Me,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']"
355,Toby Keith,She Never Cried In Front Of Me,"['contemporary country', 'country', 'country road', 'oklahoma country']"
356,P!nk,Get The Party Started,"['dance pop', 'pop', 'post-teen pop']"
357,Eminem,We Made You,"['detroit hip hop', 'hip hop', 'rap']"
358,Billy Gilman,Oklahoma,"['country', 'queer country']"
359,George Strait,She Let Herself Go,"['contemporary country', 'country', 'country road', 'country rock']"
